"cohort","n_persons","n_events","incidence_start_date","person_days","ir_100000_pys","sex","age_group","database","ir_100000_pys_95CI_lower","ir_100000_pys_95CI_upper"
"COVID-19 infection",4515,994,2020-11-01,1473577,24621.0411807459,"Male","50-64","SIDIAP",23114.0372148372,26200.5034710916
"COVID-19 infection",2359,791,2020-11-01,731398,39474.4038129719,"Female","65-79","SIDIAP",36771.067725146,42323.9094831866
"COVID-19 infection",2070,534,2020-11-01,659352,29560.8415535253,"Male","65-79","SIDIAP",27106.4492158893,32177.7892701894
"COVID-19 infection",4713,1411,2020-12-01,1456611,35357.0719979459,"Female","<=34","SIDIAP",33536.070782446,37251.2510963491
"COVID-19 infection",3856,702,2020-12-01,1276768,20068.6420712299,"Male","<=34","SIDIAP",18611.3426063792,21609.7349847968
"COVID-19 infection",1925,662,2020-12-01,576442,41917.4869284334,"Female",">=80","SIDIAP",38784.7641562706,45235.8745606109
"COVID-19 infection",854,292,2020-12-01,257728,41353.675192451,"Male",">=80","SIDIAP",36746.0108662582,46379.2878294538
"COVID-19 infection",5444,1510,2020-12-01,1719490,32053.1087706239,"Female","35-49","SIDIAP",30456.6059131287,33711.5830533043
"COVID-19 infection",4687,840,2020-12-01,1566577,19571.3329124582,"Male","35-49","SIDIAP",18270.0225544183,20940.8625540081
"COVID-19 infection",4455,1347,2020-12-01,1394972,35244.7934438828,"Female","50-64","SIDIAP",33387.5255288566,37178.4879557386
"COVID-19 infection",4010,852,2020-12-01,1317167,23609.7624674776,"Male","50-64","SIDIAP",22050.8392137185,25249.815613846
"COVID-19 infection",2347,794,2020-12-01,721915,40144.6153633045,"Female","65-79","SIDIAP",37400.4878127622,43036.8289938426
"COVID-19 infection",2147,565,2020-12-01,685504,30083.7048361498,"Male","65-79","SIDIAP",27653.9238828672,32669.7769789497
"COVID-19 infection",8105,2251,2021-01-01,2519339,32612.3241056483,"Female","<=34","SIDIAP",31278.867386207,33988.0116867472
"COVID-19 infection",6929,1205,2021-01-01,2289039,19214.3952112655,"Male","<=34","SIDIAP",18144.6972060867,20330.6928296923
"COVID-19 infection",2960,1058,2021-01-01,870846,44344.2353757151,"Female",">=80","SIDIAP",41712.1157230032,47098.921870535
"COVID-19 infection",1478,513,2021-01-01,436701,42877.1630932835,"Male",">=80","SIDIAP",39246.5955546764,46753.2331768918
"COVID-19 infection",9515,2584,2021-01-01,2997913,31460.552724512,"Female","35-49","SIDIAP",30259.1046744865,32697.473403745
"COVID-19 infection",7929,1394,2021-01-01,2650429,19197.2695740954,"Male","35-49","SIDIAP",18202.6177986779,20232.1397420896
"COVID-19 infection",8389,2371,2021-01-01,2647740,32685.0446040774,"Female","50-64","SIDIAP",31382.5269109889,34027.7379385176
"COVID-19 infection",7314,1399,2021-01-01,2420685,21094.6488287406,"Male","50-64","SIDIAP",20003.6186764502,22229.713601564
"COVID-19 infection",4127,1300,2021-01-01,1285792,36903.3249545805,"Female","65-79","SIDIAP",34924.2948981137,38965.284586176
"COVID-19 infection",3583,930,2021-01-01,1137965,29829.5641781601,"Male","65-79","SIDIAP",27942.9837010252,31810.0047609251
"COVID-19 infection",3576,968,2021-02-01,1104156,31999.1015762265,"Female","<=34","SIDIAP",30014.7883684913,34080.1280294605
"COVID-19 infection",3003,511,2021-02-01,984896,18937.5324907401,"Male","<=34","SIDIAP",17330.9564004545,20652.9670255679
"COVID-19 infection",1039,377,2021-02-01,305967,44973.804364523,"Female",">=80","SIDIAP",40548.024973342,49750.8329217875
"COVID-19 infection",561,187,2021-02-01,167801,40676.1580681879,"Male",">=80","SIDIAP",35054.8551405955,46942.4472813585
"COVID-19 infection",4449,1147,2021-02-01,1398131,29943.9036828452,"Female","35-49","SIDIAP",28235.8565874354,31728.2631657681
"COVID-19 infection",3877,635,2021-02-01,1290228,17963.8792523492,"Male","35-49","SIDIAP",16593.6548848749,19417.0758856921
"COVID-19 infection",3414,912,2021-02-01,1073428,31010.9294708169,"Female","50-64","SIDIAP",29030.6896066258,33090.6830696274
"COVID-19 infection",3487,651,2021-02-01,1151222,20640.2414130376,"Male","50-64","SIDIAP",19084.9594762663,22288.4996268955
"COVID-19 infection",1719,533,2021-02-01,534648,36387.4923314031,"Female","65-79","SIDIAP",33363.5182285372,39611.9359517901
"COVID-19 infection",1470,390,2021-02-01,464932,30617.3806061962,"Male","65-79","SIDIAP",27653.7354484675,33812.1151205437
"COVID-19 infection",2950,724,2021-03-01,910345,29028.5551082282,"Female","<=34","SIDIAP",26952.3001563638,31222.3087286436
"COVID-19 infection",2867,450,2021-03-01,944300,17393.8367044372,"Male","<=34","SIDIAP",15823.675332429,19077.6448996461
"COVID-19 infection",749,310,2021-03-01,214883,52656.5619430108,"Female",">=80","SIDIAP",46957.4176246655,58856.7073983187
"COVID-19 infection",485,152,2021-03-01,145231,38201.2104853647,"Male",">=80","SIDIAP",32369.6384407511,44779.9209828695
"COVID-19 infection",3834,982,2021-03-01,1195382,29984.55723777,"Female","35-49","SIDIAP",28138.2601189272,31920.180080326
"COVID-19 infection",3518,583,2021-03-01,1161288,18324.05053699,"Male","35-49","SIDIAP",16866.614489686,19873.7245268771
"COVID-19 infection",3138,846,2021-03-01,991472,31144.6011586812,"Female","50-64","SIDIAP",29081.0072894926,33315.9805130168
"COVID-19 infection",3125,577,2021-03-01,1029660,20453.8391313637,"Male","50-64","SIDIAP",18818.7457861884,22192.9692378831
"COVID-19 infection",1590,519,2021-03-01,488092,38811.3306507789,"Female","65-79","SIDIAP",35543.6639122744,42298.6325942301
"COVID-19 infection",1377,336,2021-03-01,441910,27752.2572469507,"Male","65-79","SIDIAP",24863.8395424597,30884.1116352201
"COVID-19 infection",3722,832,2021-04-01,1106409,27447.3544593365,"Female","<=34","SIDIAP",25613.7606040862,29377.5462643831
"COVID-19 infection",3549,515,2021-04-01,1107182,16977.7868498585,"Male","<=34","SIDIAP",15542.9473875005,18509.4560869522
"COVID-19 infection",621,211,2021-04-01,175443,43897.4481740508,"Female",">=80","SIDIAP",38173.8307009297,50237.0984221148
"COVID-19 infection",398,120,2021-04-01,116842,37486.5202581264,"Male",">=80","SIDIAP",31080.0506776745,44824.6853912406
"COVID-19 infection",4397,1094,2021-04-01,1305631,30583.6794622677,"Female","35-49","SIDIAP",28798.0049286356,32451.0909393278
"COVID-19 infection",4080,614,2021-04-01,1281615,17486.5306663858,"Male","35-49","SIDIAP",16130.5552019988,18926.0548118115
"COVID-19 infection",3446,808,2021-04-01,1050175,28082.9385578594,"Female","50-64","SIDIAP",26179.7099593797,30087.953797868
"COVID-19 infection",3521,645,2021-04-01,1105497,21295.8515491222,"Male","50-64","SIDIAP",19683.86814503,23004.6625805828
"COVID-19 infection",1787,542,2021-04-01,534059,37042.7237440058,"Female","65-79","SIDIAP",33989.4126238651,40296.7028924487
"COVID-19 infection",1650,409,2021-04-01,501287,29780.3453909637,"Male","65-79","SIDIAP",26963.7848772994,32811.1524167528
"COVID-19 infection",2021,405,2021-05-01,558289,26478.2218528397,"Female","<=34","SIDIAP",23961.9415744029,29186.8891794164
"COVID-19 infection",1847,235,2021-05-01,535484,16018.2190317545,"Male","<=34","SIDIAP",14035.5310236059,18202.5057497153
"COVID-19 infection",182,57,2021-05-01,48584,42822.7399967067,"Female",">=80","SIDIAP",32433.527085764,55481.8374685142
"COVID-19 infection",132,44,2021-05-01,34510,46537.2355838887,"Male",">=80","SIDIAP",33814.0245165843,62474.0666228992
"COVID-19 infection",2444,503,2021-05-01,677095,27115.1020167037,"Female","35-49","SIDIAP",24796.9640692406,29591.6026300233
"COVID-19 infection",2360,353,2021-05-01,677376,19021.1935468632,"Male","35-49","SIDIAP",17088.4518871478,21112.6803728955
"COVID-19 infection",1607,344,2021-05-01,452594,27742.3032563401,"Female","50-64","SIDIAP",24887.771962052,30834.4762258669
"COVID-19 infection",1677,252,2021-05-01,487109,18882.8373115668,"Male","50-64","SIDIAP",16623.2097112524,21363.9235384743
"COVID-19 infection",701,185,2021-05-01,196399,34381.5396208738,"Female","65-79","SIDIAP",29605.4850415153,39708.7335592586
"COVID-19 infection",634,141,2021-05-01,181106,28417.0596225415,"Male","65-79","SIDIAP",23920.2809803702,33513.5742818278
"COVID-19 infection",5091,865,2021-06-01,1239550,25470.9370336009,"Female","<=34","SIDIAP",23801.5939807705,27226.4827518516
"COVID-19 infection",5998,648,2021-06-01,1519737,15563.2191622629,"Male","<=34","SIDIAP",14387.8423152468,16809.0289112847
"COVID-19 infection",114,34,2021-06-01,26891,46149.2692722472,"Female",">=80","SIDIAP",31959.7099451832,64488.9904590089
"COVID-19 infection",65,21,2021-06-01,15342,49960.8916699257,"Male",">=80","SIDIAP",30926.6399568597,76370.5285647577
"COVID-19 infection",2088,400,2021-06-01,519475,28105.2986187978,"Female","35-49","SIDIAP",25418.1718605853,30999.2081230172
"COVID-19 infection",2130,269,2021-06-01,550806,17825.6954354165,"Male","35-49","SIDIAP",15758.9469898581,20088.1630209165
"COVID-19 infection",979,202,2021-06-01,245250,30063.2008154944,"Female","50-64","SIDIAP",26060.117520525,34507.1852846971
"COVID-19 infection",915,130,2021-06-01,239007,19852.9750174681,"Male","50-64","SIDIAP",16587.1084706003,23573.7956992777
"COVID-19 infection",330,76,2021-06-01,82370,33677.3097001335,"Female","65-79","SIDIAP",26533.8867677149,42152.174997402
"COVID-19 infection",296,63,2021-06-01,75644,30398.9741420337,"Male","65-79","SIDIAP",23359.4057789684,38893.492639505
"COVID-19 infection",25993,4447,2021-07-01,5922798,27405.2061204856,"Female","<=34","SIDIAP",26605.5920207851,28222.7469899225
"COVID-19 infection",28187,2971,2021-07-01,6728987,16115.5757917202,"Male","<=34","SIDIAP",15541.2447911733,16705.7035283662
"COVID-19 infection",1596,403,2021-07-01,341798,43035.6526369376,"Female",">=80","SIDIAP",38936.0040909252,47449.5567017698
"COVID-19 infection",956,234,2021-07-01,209464,40775.5031890922,"Male",">=80","SIDIAP",35718.0180947467,46348.3884119861
"COVID-19 infection",13553,2459,2021-07-01,3056424,29365.5265107197,"Female","35-49","SIDIAP",28216.2142530336,30549.6380606283
"COVID-19 infection",12603,1421,2021-07-01,2977502,17419.4677283172,"Male","35-49","SIDIAP",16525.4308004808,18349.3025121361
"COVID-19 infection",6852,1344,2021-07-01,1560216,31441.8003661032,"Female","50-64","SIDIAP",29783.1126486296,33168.8209577579
"COVID-19 infection",5515,745,2021-07-01,1302300,20880.3655071796,"Male","50-64","SIDIAP",19407.7182799851,22435.1332501381
"COVID-19 infection",2918,610,2021-07-01,666566,33402.5437841114,"Female","65-79","SIDIAP",30804.0702197396,36161.6644746924
"COVID-19 infection",2476,436,2021-07-01,574659,27692.9448594732,"Male","65-79","SIDIAP",25154.2118470226,30418.4724202616
"COVID-19 infection",4744,814,2021-08-01,966154,30751.8263134035,"Female","<=34","SIDIAP",28675.2832107168,32939.0027644448
"COVID-19 infection",4387,394,2021-08-01,932821,15416.6769401632,"Male","<=34","SIDIAP",13931.8030547879,17016.7195380094
"COVID-19 infection",983,222,2021-08-01,190374,42563.5853635475,"Female",">=80","SIDIAP",37148.3411422522,48546.2314598349
"COVID-19 infection",543,109,2021-08-01,109983,36173.7723102661,"Male",">=80","SIDIAP",29702.4311043408,43636.3405890106
"COVID-19 infection",4242,734,2021-08-01,862076,31077.3064091797,"Female","35-49","SIDIAP",28869.4293237006,33409.2506319684
"COVID-19 infection",3640,352,2021-08-01,776006,16556.573016188,"Male","35-49","SIDIAP",14871.9375850737,18379.7806009449
"COVID-19 infection",2673,468,2021-08-01,550738,31016.5632297027,"Female","50-64","SIDIAP",28269.7696798397,33958.1561875743
"COVID-19 infection",2269,294,2021-08-01,481766,22274.2991410768,"Male","50-64","SIDIAP",19800.6817282508,24971.4896111793
"COVID-19 infection",1547,266,2021-08-01,324036,29962.7201915836,"Female","65-79","SIDIAP",26469.8540559349,33788.3126668274
"COVID-19 infection",1329,187,2021-08-01,281562,24241.5524822242,"Male","65-79","SIDIAP",20891.4546261465,27976.0393670284
"COVID-19 infection",1002,141,2021-09-01,181603,28339.2895491815,"Female","<=34","SIDIAP",23854.8174161821,33421.8563783897
"COVID-19 infection",875,62,2021-09-01,163601,13832.4337870795,"Male","<=34","SIDIAP",10605.2476135887,17732.5543430986
"COVID-19 infection",251,45,2021-09-01,44345,37039.1250422821,"Female",">=80","SIDIAP",27016.5901734259,49561.2634455631
"COVID-19 infection",186,23,2021-09-01,33668,24934.6560532256,"Male",">=80","SIDIAP",15806.4448688447,37414.2429195249
"COVID-19 infection",1225,160,2021-09-01,223031,26184.7007815057,"Female","35-49","SIDIAP",22284.571830188,30571.0225142524
"COVID-19 infection",1106,90,2021-09-01,205935,15951.6352247068,"Male","35-49","SIDIAP",12826.9980266553,19607.2677009119
"COVID-19 infection",876,127,2021-09-01,161266,28744.4346607468,"Female","50-64","SIDIAP",23962.9400153808,34200.4237437827
"COVID-19 infection",770,66,2021-09-01,144736,16644.0968383816,"Male","50-64","SIDIAP",12872.5432899357,21175.3711047416
"COVID-19 infection",487,60,2021-09-01,90495,24200.2320570197,"Female","65-79","SIDIAP",18467.3265354221,31150.4889268234
"COVID-19 infection",454,47,2021-09-01,85411,20085.2349229022,"Male","65-79","SIDIAP",14757.8742387029,26709.1044011525
"COVID-19 infection",533,40,2021-10-01,84093,17361.7304650803,"Female","<=34","SIDIAP",12403.4747649536,23641.747590119
"COVID-19 infection",449,27,2021-10-01,71255,13830.6083783594,"Male","<=34","SIDIAP",9114.4579878974,20122.8196338652
"COVID-19 infection",164,21,2021-10-01,25871,29627.7685439295,"Female",">=80","SIDIAP",18340.0916167965,45289.1905701563
"COVID-19 infection",119,13,2021-10-01,18682,25398.7795739214,"Male",">=80","SIDIAP",13523.7788172601,43432.655595264
"COVID-19 infection",813,78,2021-10-01,127656,22302.1244594849,"Female","35-49","SIDIAP",17628.9037050963,27834.063938319
"COVID-19 infection",807,42,2021-10-01,129016,11882.2471631426,"Male","35-49","SIDIAP",8563.67837578479,16061.3463818992
"COVID-19 infection",624,45,2021-10-01,98568,16663.623082542,"Female","50-64","SIDIAP",12154.5602146799,22297.2387336001
"COVID-19 infection",636,57,2021-10-01,100521,20697.1677559913,"Male","50-64","SIDIAP",15675.8337057407,26815.5867089493
"COVID-19 infection",423,60,2021-10-01,66173,33095.0689858401,"Female","65-79","SIDIAP",25255.0241763713,42599.9047259892
"COVID-19 infection",384,27,2021-10-01,61073,16136.426898957,"Male","65-79","SIDIAP",10634.0069085787,23477.6662847914
"COVID-19 infection",1443,80,2021-11-01,185577,15734.7085037478,"Female","<=34","SIDIAP",12476.6510900571,19583.2069810363
"COVID-19 infection",1122,39,2021-11-01,144521,9849.77961680309,"Male","<=34","SIDIAP",7004.15025911124,13464.9673442882
"COVID-19 infection",360,20,2021-11-01,46336,15754.4889502762,"Female",">=80","SIDIAP",9623.26942465352,24331.5304151641
"COVID-19 infection",254,21,2021-11-01,32593,23517.3196698678,"Male",">=80","SIDIAP",14557.620047806,35948.7205608723
"COVID-19 infection",2770,147,2021-11-01,355038,15112.466834536,"Female","35-49","SIDIAP",12768.2406805311,17762.4498994404
"COVID-19 infection",2422,79,2021-11-01,311589,9254.17777906152,"Male","35-49","SIDIAP",7326.61967354289,11533.4671166679
"COVID-19 infection",1809,98,2021-11-01,231858,15427.5461705009,"Female","50-64","SIDIAP",12524.8276457959,18801.237532033
"COVID-19 infection",1658,55,2021-11-01,213704,9393.8344626212,"Male","50-64","SIDIAP",7076.72433344732,12227.3719411252
"COVID-19 infection",1123,63,2021-11-01,143960,15973.1869963879,"Female","65-79","SIDIAP",12274.2351399297,20436.6446042145
"COVID-19 infection",1038,57,2021-11-01,133116,15629.2256377896,"Male","65-79","SIDIAP",11837.4235999787,20249.4785868738
"First negative test",138483,36685,2020-09-01,43075291,31085.164346307,"Both","Overall","SIDIAP",30767.8725656951,31404.9129580592
"First negative test",185564,47499,2020-10-01,58247783,29764.4547261138,"Both","Overall","SIDIAP",29497.3762154942,30033.3497199327
"First negative test",164528,42084,2020-11-01,51885267,29605.0514686568,"Both","Overall","SIDIAP",29322.8688605825,29889.2735066224
"First negative test",212065,50086,2020-12-01,67774203,26973.9653006322,"Both","Overall","SIDIAP",26738.2459893727,27211.2457082449
"First negative test",194247,41888,2021-01-01,62020501,24651.7195983309,"Both","Overall","SIDIAP",24416.202232781,24888.9431219479
"First negative test",130921,28456,2021-02-01,41060366,25295.5368201053,"Both","Overall","SIDIAP",25002.4759733433,25591.1756766901
"First negative test",103235,23093,2021-03-01,31942816,26387.607780103,"Both","Overall","SIDIAP",26048.3553162865,26730.1748336314
"First negative test",99185,19783,2021-04-01,29557815,24429.3937153338,"Both","Overall","SIDIAP",24090.14511416,24772.225024151
"First negative test",78369,14613,2021-05-01,21594198,24699.8985560844,"Both","Overall","SIDIAP",24301.0285612256,25103.6743436853
"First negative test",64745,10208,2021-06-01,16177074,23032.1008607613,"Both","Overall","SIDIAP",22587.4436305573,23483.3103062865
"First negative test",96067,12650,2021-07-01,21673046,21304.1120292921,"Both","Overall","SIDIAP",20934.4598681508,21678.653189831
"First negative test",50437,6181,2021-08-01,10125476,22281.0759711445,"Both","Overall","SIDIAP",21729.0354020188,22843.5946867617
"First negative test",41715,4115,2021-09-01,7543244,19911.5261285463,"Both","Overall","SIDIAP",19307.752151109,20529.3787163523
"First negative test",41567,3431,2021-10-01,6578195,19037.3651130743,"Both","Overall","SIDIAP",18405.6291596282,19685.2531762226
"First negative test",42461,2109,2021-11-01,5560940,13842.7136419382,"Both","Overall","SIDIAP",13258.1676305965,14446.3964609714
"First negative test",20463,5957,2020-09-01,6168170,35250.406522518,"Female","<=34","SIDIAP",34360.8690259308,36157.1460041306
"First negative test",17426,3396,2020-09-01,5578523,22219.8599880291,"Male","<=34","SIDIAP",21478.7581220259,22980.0089960863
"First negative test",5069,1925,2020-09-01,1478296,47529.3851840227,"Female",">=80","SIDIAP",45429.6472058917,49701.1349739636
"First negative test",3507,1258,2020-09-01,1027918,44669.9055761257,"Male",">=80","SIDIAP",42235.2660790151,47208.2938531433
"First negative test",22673,6373,2020-09-01,6944911,33494.2377231328,"Female","35-49","SIDIAP",32676.8968117677,34326.8545910729
"First negative test",18001,3499,2020-09-01,5847102,21842.1878051725,"Male","35-49","SIDIAP",21124.3955440559,22578.1507237556
"First negative test",16790,4934,2020-09-01,5158060,34914.4833522681,"Female","50-64","SIDIAP",33946.9893677102,35902.5568907875
"First negative test",13593,2966,2020-09-01,4372224,24760.6252561625,"Male","50-64","SIDIAP",23877.4629946796,25668.0992932393
"First negative test",11394,3813,2020-09-01,3476000,40038.6939010357,"Female","65-79","SIDIAP",38777.8177354522,41330.1282151421
"First negative test",9567,2564,2020-09-01,3024087,30946.8609864729,"Male","65-79","SIDIAP",29760.4745957338,32168.4138843119
"First negative test",28931,8141,2020-10-01,8782208,33835.0560587952,"Female","<=34","SIDIAP",33104.0194327157,34578.1669392273
"First negative test",26481,4944,2020-10-01,8469978,21305.368207568,"Male","<=34","SIDIAP",20715.5813404785,21907.6875960788
"First negative test",5790,2229,2020-10-01,1709264,47598.5570397551,"Female",">=80","SIDIAP",45642.8599612369,49616.5013339409
"First negative test",4014,1420,2020-10-01,1195039,43370.9694830043,"Male",">=80","SIDIAP",41144.2240671345,45686.9074166514
"First negative test",29311,8161,2020-10-01,9082356,32797.2719853747,"Female","35-49","SIDIAP",32089.5217465497,33516.6973967782
"First negative test",23669,4398,2020-10-01,7740934,20737.4200580963,"Male","35-49","SIDIAP",20129.0184709993,21359.5382872414
"First negative test",23052,6512,2020-10-01,7189396,33060.9136010869,"Female","50-64","SIDIAP",32262.7511065534,33873.831805993
"First negative test",18675,3959,2020-10-01,6066573,23819.6260063136,"Male","50-64","SIDIAP",23083.3642419038,24573.3950779955
"First negative test",13985,4614,2020-10-01,4307577,39096.457242668,"Female","65-79","SIDIAP",37976.4063630779,40241.1546628259
"First negative test",11656,3121,2020-10-01,3704458,30751.1922121941,"Male","65-79","SIDIAP",29681.6993946734,31849.3752311879
"First negative test",20291,5556,2020-11-01,6209253,32659.9673100774,"Female","<=34","SIDIAP",31806.76689505,33530.2583530203
"First negative test",18407,3436,2020-11-01,5881875,21322.1124216343,"Male","<=34","SIDIAP",20615.0700986725,22047.2189291884
"First negative test",5870,2259,2020-11-01,1736819,47473.8588189097,"Female",">=80","SIDIAP",45536.1464088621,49472.8283486886
"First negative test",4143,1424,2020-11-01,1242209,41841.5902637962,"Male",">=80","SIDIAP",39696.3456906936,44072.6393531571
"First negative test",25021,6616,2020-11-01,7832684,30830.3003159581,"Female","35-49","SIDIAP",30091.8276816873,31582.3163485994
"First negative test",21155,3977,2020-11-01,6913296,20997.2927529792,"Male","35-49","SIDIAP",20349.7279624911,21660.2204136842
"First negative test",22012,6243,2020-11-01,6891779,33063.9592476776,"Female","50-64","SIDIAP",32248.8124123247,33894.5003272301
"First negative test",18583,3823,2020-11-01,6065314,23006.1460956514,"Male","50-64","SIDIAP",22282.5900614989,23747.2147214215
"First negative test",15929,5252,2020-11-01,4928621,38894.8551734857,"Female","65-79","SIDIAP",37849.9786684471,39961.2660469005
"First negative test",13117,3498,2020-11-01,4183417,30519.7880106143,"Male","65-79","SIDIAP",29516.6846123414,31548.2882973121
"First negative test",23046,5686,2020-12-01,7118536,29154.7306918164,"Female","<=34","SIDIAP",28401.8005367395,29922.5679429767
"First negative test",20367,3297,2020-12-01,6539614,18401.7741719924,"Male","<=34","SIDIAP",17778.9489197406,19040.8487115848
"First negative test",7029,2696,2020-12-01,2090231,47078.0502250708,"Female",">=80","SIDIAP",45317.568459451,48889.4015721246
"First negative test",4932,1653,2020-12-01,1498024,40276.0569924113,"Male",">=80","SIDIAP",38357.6419711687,42265.5788335744
"First negative test",31802,7646,2020-12-01,10122150,27571.1187840528,"Female","35-49","SIDIAP",26956.5456739456,28196.1689449243
"First negative test",28313,4646,2020-12-01,9391604,18056.4470137369,"Male","35-49","SIDIAP",17540.9304296817,18583.2678290553
"First negative test",30280,7862,2020-12-01,9652987,29727.8966603809,"Female","50-64","SIDIAP",29074.3637272449,30392.4152675863
