"cohort","n_persons","n_events","incidence_start_date","person_days","ir_100000_pys","sex","age_group","database","ir_100000_pys_95CI_lower","ir_100000_pys_95CI_upper"
"COVID-19 infection",4515,994,2020-11-01,1473577,24621.0411807459,"Male","50-64","SIDIAP",23114.0372148372,26200.5034710916
"COVID-19 infection",2359,791,2020-11-01,731398,39474.4038129719,"Female","65-79","SIDIAP",36771.067725146,42323.9094831866
"COVID-19 infection",2070,534,2020-11-01,659352,29560.8415535253,"Male","65-79","SIDIAP",27106.4492158893,32177.7892701894
"COVID-19 infection",4713,1411,2020-12-01,1456611,35357.0719979459,"Female","<=34","SIDIAP",33536.070782446,37251.2510963491
"COVID-19 infection",3856,702,2020-12-01,1276768,20068.6420712299,"Male","<=34","SIDIAP",18611.3426063792,21609.7349847968
"COVID-19 infection",1925,662,2020-12-01,576442,41917.4869284334,"Female",">=80","SIDIAP",38784.7641562706,45235.8745606109
"COVID-19 infection",854,292,2020-12-01,257728,41353.675192451,"Male",">=80","SIDIAP",36746.0108662582,46379.2878294538
"COVID-19 infection",5444,1510,2020-12-01,1719490,32053.1087706239,"Female","35-49","SIDIAP",30456.6059131287,33711.5830533043
"COVID-19 infection",4687,840,2020-12-01,1566577,19571.3329124582,"Male","35-49","SIDIAP",18270.0225544183,20940.8625540081
"COVID-19 infection",4455,1347,2020-12-01,1394972,35244.7934438828,"Female","50-64","SIDIAP",33387.5255288566,37178.4879557386
"COVID-19 infection",4010,852,2020-12-01,1317167,23609.7624674776,"Male","50-64","SIDIAP",22050.8392137185,25249.815613846
"COVID-19 infection",2347,794,2020-12-01,721915,40144.6153633045,"Female","65-79","SIDIAP",37400.4878127622,43036.8289938426
"COVID-19 infection",2147,565,2020-12-01,685504,30083.7048361498,"Male","65-79","SIDIAP",27653.9238828672,32669.7769789497
"COVID-19 infection",8105,2251,2021-01-01,2519339,32612.3241056483,"Female","<=34","SIDIAP",31278.867386207,33988.0116867472
"COVID-19 infection",6929,1205,2021-01-01,2289039,19214.3952112655,"Male","<=34","SIDIAP",18144.6972060867,20330.6928296923
"COVID-19 infection",2960,1058,2021-01-01,870846,44344.2353757151,"Female",">=80","SIDIAP",41712.1157230032,47098.921870535
"COVID-19 infection",1478,513,2021-01-01,436701,42877.1630932835,"Male",">=80","SIDIAP",39246.5955546764,46753.2331768918
"COVID-19 infection",9515,2584,2021-01-01,2997913,31460.552724512,"Female","35-49","SIDIAP",30259.1046744865,32697.473403745
"COVID-19 infection",7929,1394,2021-01-01,2650429,19197.2695740954,"Male","35-49","SIDIAP",18202.6177986779,20232.1397420896
"COVID-19 infection",8389,2371,2021-01-01,2647740,32685.0446040774,"Female","50-64","SIDIAP",31382.5269109889,34027.7379385176
"COVID-19 infection",7314,1399,2021-01-01,2420685,21094.6488287406,"Male","50-64","SIDIAP",20003.6186764502,22229.713601564
"COVID-19 infection",4127,1300,2021-01-01,1285792,36903.3249545805,"Female","65-79","SIDIAP",34924.2948981137,38965.284586176
"COVID-19 infection",3583,930,2021-01-01,1137965,29829.5641781601,"Male","65-79","SIDIAP",27942.9837010252,31810.0047609251
"COVID-19 infection",3576,968,2021-02-01,1104156,31999.1015762265,"Female","<=34","SIDIAP",30014.7883684913,34080.1280294605
"COVID-19 infection",3003,511,2021-02-01,984896,18937.5324907401,"Male","<=34","SIDIAP",17330.9564004545,20652.9670255679
"COVID-19 infection",1039,377,2021-02-01,305967,44973.804364523,"Female",">=80","SIDIAP",40548.024973342,49750.8329217875
"COVID-19 infection",561,187,2021-02-01,167801,40676.1580681879,"Male",">=80","SIDIAP",35054.8551405955,46942.4472813585
"COVID-19 infection",4449,1147,2021-02-01,1398131,29943.9036828452,"Female","35-49","SIDIAP",28235.8565874354,31728.2631657681
"COVID-19 infection",3877,635,2021-02-01,1290228,17963.8792523492,"Male","35-49","SIDIAP",16593.6548848749,19417.0758856921
"COVID-19 infection",3414,912,2021-02-01,1073428,31010.9294708169,"Female","50-64","SIDIAP",29030.6896066258,33090.6830696274
"COVID-19 infection",3487,651,2021-02-01,1151222,20640.2414130376,"Male","50-64","SIDIAP",19084.9594762663,22288.4996268955
"COVID-19 infection",1719,533,2021-02-01,534648,36387.4923314031,"Female","65-79","SIDIAP",33363.5182285372,39611.9359517901
"COVID-19 infection",1470,390,2021-02-01,464932,30617.3806061962,"Male","65-79","SIDIAP",27653.7354484675,33812.1151205437
"COVID-19 infection",2950,724,2021-03-01,910345,29028.5551082282,"Female","<=34","SIDIAP",26952.3001563638,31222.3087286436
"COVID-19 infection",2867,450,2021-03-01,944300,17393.8367044372,"Male","<=34","SIDIAP",15823.675332429,19077.6448996461
"COVID-19 infection",749,310,2021-03-01,214883,52656.5619430108,"Female",">=80","SIDIAP",46957.4176246655,58856.7073983187
"COVID-19 infection",485,152,2021-03-01,145231,38201.2104853647,"Male",">=80","SIDIAP",32369.6384407511,44779.9209828695
"COVID-19 infection",3834,982,2021-03-01,1195382,29984.55723777,"Female","35-49","SIDIAP",28138.2601189272,31920.180080326
"COVID-19 infection",3518,583,2021-03-01,1161288,18324.05053699,"Male","35-49","SIDIAP",16866.614489686,19873.7245268771
"COVID-19 infection",3138,846,2021-03-01,991472,31144.6011586812,"Female","50-64","SIDIAP",29081.0072894926,33315.9805130168
"COVID-19 infection",3125,577,2021-03-01,1029660,20453.8391313637,"Male","50-64","SIDIAP",18818.7457861884,22192.9692378831
"COVID-19 infection",1590,519,2021-03-01,488092,38811.3306507789,"Female","65-79","SIDIAP",35543.6639122744,42298.6325942301
"COVID-19 infection",1377,336,2021-03-01,441910,27752.2572469507,"Male","65-79","SIDIAP",24863.8395424597,30884.1116352201
"COVID-19 infection",3722,832,2021-04-01,1106409,27447.3544593365,"Female","<=34","SIDIAP",25613.7606040862,29377.5462643831
"COVID-19 infection",3549,515,2021-04-01,1107182,16977.7868498585,"Male","<=34","SIDIAP",15542.9473875005,18509.4560869522
"COVID-19 infection",621,211,2021-04-01,175443,43897.4481740508,"Female",">=80","SIDIAP",38173.8307009297,50237.0984221148
"COVID-19 infection",398,120,2021-04-01,116842,37486.5202581264,"Male",">=80","SIDIAP",31080.0506776745,44824.6853912406
"COVID-19 infection",4397,1094,2021-04-01,1305631,30583.6794622677,"Female","35-49","SIDIAP",28798.0049286356,32451.0909393278
"COVID-19 infection",4080,614,2021-04-01,1281615,17486.5306663858,"Male","35-49","SIDIAP",16130.5552019988,18926.0548118115
"COVID-19 infection",3446,808,2021-04-01,1050175,28082.9385578594,"Female","50-64","SIDIAP",26179.7099593797,30087.953797868
"COVID-19 infection",3521,645,2021-04-01,1105497,21295.8515491222,"Male","50-64","SIDIAP",19683.86814503,23004.6625805828
"COVID-19 infection",1787,542,2021-04-01,534059,37042.7237440058,"Female","65-79","SIDIAP",33989.4126238651,40296.7028924487
"COVID-19 infection",1650,409,2021-04-01,501287,29780.3453909637,"Male","65-79","SIDIAP",26963.7848772994,32811.1524167528
"COVID-19 infection",2021,405,2021-05-01,558289,26478.2218528397,"Female","<=34","SIDIAP",23961.9415744029,29186.8891794164
"COVID-19 infection",1847,235,2021-05-01,535484,16018.2190317545,"Male","<=34","SIDIAP",14035.5310236059,18202.5057497153
"COVID-19 infection",182,57,2021-05-01,48584,42822.7399967067,"Female",">=80","SIDIAP",32433.527085764,55481.8374685142
"COVID-19 infection",132,44,2021-05-01,34510,46537.2355838887,"Male",">=80","SIDIAP",33814.0245165843,62474.0666228992
"COVID-19 infection",2444,503,2021-05-01,677095,27115.1020167037,"Female","35-49","SIDIAP",24796.9640692406,29591.6026300233
"COVID-19 infection",2360,353,2021-05-01,677376,19021.1935468632,"Male","35-49","SIDIAP",17088.4518871478,21112.6803728955
"COVID-19 infection",1607,344,2021-05-01,452594,27742.3032563401,"Female","50-64","SIDIAP",24887.771962052,30834.4762258669
"COVID-19 infection",1677,252,2021-05-01,487109,18882.8373115668,"Male","50-64","SIDIAP",16623.2097112524,21363.9235384743
"COVID-19 infection",701,185,2021-05-01,196399,34381.5396208738,"Female","65-79","SIDIAP",29605.4850415153,39708.7335592586
"COVID-19 infection",634,141,2021-05-01,181106,28417.0596225415,"Male","65-79","SIDIAP",23920.2809803702,33513.5742818278
"COVID-19 infection",5091,865,2021-06-01,1239550,25470.9370336009,"Female","<=34","SIDIAP",23801.5939807705,27226.4827518516
"COVID-19 infection",5998,648,2021-06-01,1519737,15563.2191622629,"Male","<=34","SIDIAP",14387.8423152468,16809.0289112847
"COVID-19 infection",114,34,2021-06-01,26891,46149.2692722472,"Female",">=80","SIDIAP",31959.7099451832,64488.9904590089
"COVID-19 infection",65,21,2021-06-01,15342,49960.8916699257,"Male",">=80","SIDIAP",30926.6399568597,76370.5285647577
"COVID-19 infection",2088,400,2021-06-01,519475,28105.2986187978,"Female","35-49","SIDIAP",25418.1718605853,30999.2081230172
"COVID-19 infection",2130,269,2021-06-01,550806,17825.6954354165,"Male","35-49","SIDIAP",15758.9469898581,20088.1630209165
"COVID-19 infection",979,202,2021-06-01,245250,30063.2008154944,"Female","50-64","SIDIAP",26060.117520525,34507.1852846971
"COVID-19 infection",915,130,2021-06-01,239007,19852.9750174681,"Male","50-64","SIDIAP",16587.1084706003,23573.7956992777
"COVID-19 infection",330,76,2021-06-01,82370,33677.3097001335,"Female","65-79","SIDIAP",26533.8867677149,42152.174997402
"COVID-19 infection",296,63,2021-06-01,75644,30398.9741420337,"Male","65-79","SIDIAP",23359.4057789684,38893.492639505
"COVID-19 infection",25993,4447,2021-07-01,5922798,27405.2061204856,"Female","<=34","SIDIAP",26605.5920207851,28222.7469899225
"COVID-19 infection",28187,2971,2021-07-01,6728987,16115.5757917202,"Male","<=34","SIDIAP",15541.2447911733,16705.7035283662
"COVID-19 infection",1596,403,2021-07-01,341798,43035.6526369376,"Female",">=80","SIDIAP",38936.0040909252,47449.5567017698
"COVID-19 infection",956,234,2021-07-01,209464,40775.5031890922,"Male",">=80","SIDIAP",35718.0180947467,46348.3884119861
"COVID-19 infection",13553,2459,2021-07-01,3056424,29365.5265107197,"Female","35-49","SIDIAP",28216.2142530336,30549.6380606283
"COVID-19 infection",12603,1421,2021-07-01,2977502,17419.4677283172,"Male","35-49","SIDIAP",16525.4308004808,18349.3025121361
"COVID-19 infection",6852,1344,2021-07-01,1560216,31441.8003661032,"Female","50-64","SIDIAP",29783.1126486296,33168.8209577579
"COVID-19 infection",5515,745,2021-07-01,1302300,20880.3655071796,"Male","50-64","SIDIAP",19407.7182799851,22435.1332501381
"COVID-19 infection",2918,610,2021-07-01,666566,33402.5437841114,"Female","65-79","SIDIAP",30804.0702197396,36161.6644746924
"COVID-19 infection",2476,436,2021-07-01,574659,27692.9448594732,"Male","65-79","SIDIAP",25154.2118470226,30418.4724202616
"COVID-19 infection",4744,814,2021-08-01,966154,30751.8263134035,"Female","<=34","SIDIAP",28675.2832107168,32939.0027644448
"COVID-19 infection",4387,394,2021-08-01,932821,15416.6769401632,"Male","<=34","SIDIAP",13931.8030547879,17016.7195380094
"COVID-19 infection",983,222,2021-08-01,190374,42563.5853635475,"Female",">=80","SIDIAP",37148.3411422522,48546.2314598349
"COVID-19 infection",543,109,2021-08-01,109983,36173.7723102661,"Male",">=80","SIDIAP",29702.4311043408,43636.3405890106
"COVID-19 infection",4242,734,2021-08-01,862076,31077.3064091797,"Female","35-49","SIDIAP",28869.4293237006,33409.2506319684
"COVID-19 infection",3640,352,2021-08-01,776006,16556.573016188,"Male","35-49","SIDIAP",14871.9375850737,18379.7806009449
"COVID-19 infection",2673,468,2021-08-01,550738,31016.5632297027,"Female","50-64","SIDIAP",28269.7696798397,33958.1561875743
"COVID-19 infection",2269,294,2021-08-01,481766,22274.2991410768,"Male","50-64","SIDIAP",19800.6817282508,24971.4896111793
"COVID-19 infection",1547,266,2021-08-01,324036,29962.7201915836,"Female","65-79","SIDIAP",26469.8540559349,33788.3126668274
"COVID-19 infection",1329,187,2021-08-01,281562,24241.5524822242,"Male","65-79","SIDIAP",20891.4546261465,27976.0393670284
"COVID-19 infection",1002,141,2021-09-01,181603,28339.2895491815,"Female","<=34","SIDIAP",23854.8174161821,33421.8563783897
"COVID-19 infection",875,62,2021-09-01,163601,13832.4337870795,"Male","<=34","SIDIAP",10605.2476135887,17732.5543430986
"COVID-19 infection",251,45,2021-09-01,44345,37039.1250422821,"Female",">=80","SIDIAP",27016.5901734259,49561.2634455631
"COVID-19 infection",186,23,2021-09-01,33668,24934.6560532256,"Male",">=80","SIDIAP",15806.4448688447,37414.2429195249
"COVID-19 infection",1225,160,2021-09-01,223031,26184.7007815057,"Female","35-49","SIDIAP",22284.571830188,30571.0225142524
"COVID-19 infection",1106,90,2021-09-01,205935,15951.6352247068,"Male","35-49","SIDIAP",12826.9980266553,19607.2677009119
"COVID-19 infection",876,127,2021-09-01,161266,28744.4346607468,"Female","50-64","SIDIAP",23962.9400153808,34200.4237437827
"COVID-19 infection",770,66,2021-09-01,144736,16644.0968383816,"Male","50-64","SIDIAP",12872.5432899357,21175.3711047416
"COVID-19 infection",487,60,2021-09-01,90495,24200.2320570197,"Female","65-79","SIDIAP",18467.3265354221,31150.4889268234
"COVID-19 infection",454,47,2021-09-01,85411,20085.2349229022,"Male","65-79","SIDIAP",14757.8742387029,26709.1044011525
"COVID-19 infection",533,40,2021-10-01,84093,17361.7304650803,"Female","<=34","SIDIAP",12403.4747649536,23641.747590119
"COVID-19 infection",449,27,2021-10-01,71255,13830.6083783594,"Male","<=34","SIDIAP",9114.4579878974,20122.8196338652
"COVID-19 infection",164,21,2021-10-01,25871,29627.7685439295,"Female",">=80","SIDIAP",18340.0916167965,45289.1905701563
"COVID-19 infection",119,13,2021-10-01,18682,25398.7795739214,"Male",">=80","SIDIAP",13523.7788172601,43432.655595264
"COVID-19 infection",813,78,2021-10-01,127656,22302.1244594849,"Female","35-49","SIDIAP",17628.9037050963,27834.063938319
"COVID-19 infection",807,42,2021-10-01,129016,11882.2471631426,"Male","35-49","SIDIAP",8563.67837578479,16061.3463818992
"COVID-19 infection",624,45,2021-10-01,98568,16663.623082542,"Female","50-64","SIDIAP",12154.5602146799,22297.2387336001
"COVID-19 infection",636,57,2021-10-01,100521,20697.1677559913,"Male","50-64","SIDIAP",15675.8337057407,26815.5867089493
"COVID-19 infection",423,60,2021-10-01,66173,33095.0689858401,"Female","65-79","SIDIAP",25255.0241763713,42599.9047259892
"COVID-19 infection",384,27,2021-10-01,61073,16136.426898957,"Male","65-79","SIDIAP",10634.0069085787,23477.6662847914
"COVID-19 infection",1443,80,2021-11-01,185577,15734.7085037478,"Female","<=34","SIDIAP",12476.6510900571,19583.2069810363
"COVID-19 infection",1122,39,2021-11-01,144521,9849.77961680309,"Male","<=34","SIDIAP",7004.15025911124,13464.9673442882
"COVID-19 infection",360,20,2021-11-01,46336,15754.4889502762,"Female",">=80","SIDIAP",9623.26942465352,24331.5304151641
"COVID-19 infection",254,21,2021-11-01,32593,23517.3196698678,"Male",">=80","SIDIAP",14557.620047806,35948.7205608723
"COVID-19 infection",2770,147,2021-11-01,355038,15112.466834536,"Female","35-49","SIDIAP",12768.2406805311,17762.4498994404
"COVID-19 infection",2422,79,2021-11-01,311589,9254.17777906152,"Male","35-49","SIDIAP",7326.61967354289,11533.4671166679
"COVID-19 infection",1809,98,2021-11-01,231858,15427.5461705009,"Female","50-64","SIDIAP",12524.8276457959,18801.237532033
"COVID-19 infection",1658,55,2021-11-01,213704,9393.8344626212,"Male","50-64","SIDIAP",7076.72433344732,12227.3719411252
"COVID-19 infection",1123,63,2021-11-01,143960,15973.1869963879,"Female","65-79","SIDIAP",12274.2351399297,20436.6446042145
"COVID-19 infection",1038,57,2021-11-01,133116,15629.2256377896,"Male","65-79","SIDIAP",11837.4235999787,20249.4785868738
"First infection",18509,4858,2020-09-01,5877754,30167.4755357233,"Both","Overall","SIDIAP",29325.0551114527,31027.9562564583
"First infection",54795,14157,2020-10-01,17456024,29601.8440396278,"Both","Overall","SIDIAP",29116.207782877,30093.5494224155
"First infection",37141,9652,2020-11-01,11843197,29746.8664922149,"Both","Overall","SIDIAP",29156.3456805609,30346.3380733947
"First infection",33292,8561,2020-12-01,10632863,29387.8045828297,"Both","Overall","SIDIAP",28768.5427306199,30017.0381717427
"First infection",58935,14520,2021-01-01,18839163,28131.8230539223,"Both","Overall","SIDIAP",27676.0854457393,28593.1839138018
"First infection",25731,6035,2021-02-01,8221057,26794.3039441279,"Both","Overall","SIDIAP",26122.5107562957,27479.003230015
"First infection",22710,5195,2021-03-01,7249049,26157.56908251,"Both","Overall","SIDIAP",25451.0502534208,26878.7294724285
"First infection",26356,5567,2021-04-01,8048831,25245.3430814984,"Both","Overall","SIDIAP",24586.4879813892,25917.3826680952
"First infection",13050,2401,2021-05-01,3700752,23680.7275926622,"Both","Overall","SIDIAP",22742.8918443734,24647.3061430395
"First infection",17381,2582,2021-06-01,4361980,21605.5552753566,"Both","Overall","SIDIAP",20780.1436313631,22455.3467025944
"First infection",98008,14489,2021-07-01,22756876,23239.0640964955,"Both","Overall","SIDIAP",22862.188643095,23620.5948152693
"First infection",25443,3651,2021-08-01,5298173,25152.3496873356,"Both","Overall","SIDIAP",24343.0245938025,25981.7255347013
"First infection",6789,757,2021-09-01,1255864,22001.188026729,"Both","Overall","SIDIAP",20461.6158387425,23625.9088316055
"First infection",4579,382,2021-10-01,723621,19268.3739139688,"Both","Overall","SIDIAP",17384.3417891131,21300.9078971701
"First infection",13517,633,2021-11-01,1735459,13313.1926481697,"Both","Overall","SIDIAP",12296.13588585,14391.9363729329
"First infection",2857,872,2020-09-01,885186,35956.2848937963,"Female","<=34","SIDIAP",33609.0593399434,38424.2169414167
"First infection",2716,545,2020-09-01,894419,22240.6947974048,"Male","<=34","SIDIAP",20412.4107000509,24188.7930759948
"First infection",653,249,2020-09-01,186934,48618.7638417837,"Female",">=80","SIDIAP",42766.9527127928,55047.7197982317
"First infection",306,94,2020-09-01,92161,37228.3286856696,"Male",">=80","SIDIAP",30084.2788981012,45558.0460978283
"First infection",2983,884,2020-09-01,927633,34783.1523889297,"Female","35-49","SIDIAP",32527.7145803981,37153.7646132758
"First infection",2970,576,2020-09-01,982201,21404.9873702022,"Male","35-49","SIDIAP",19692.4048896461,23226.6349119546
"First infection",2109,654,2020-09-01,651676,36630.1659106673,"Female","50-64","SIDIAP",33876.226561238,39548.3482350776
"First infection",2072,444,2020-09-01,678715,23877.4743449018,"Male","50-64","SIDIAP",21707.8590859279,26205.2235603561
"First infection",951,310,2020-09-01,294070,38477.2333117965,"Female","65-79","SIDIAP",34312.7512886082,43007.8071747302
"First infection",892,230,2020-09-01,284759,29481.0699574026,"Male","65-79","SIDIAP",25793.8673434013,33547.4621500013
"First infection",8084,2359,2020-10-01,2505992,34359.0482331947,"Female","<=34","SIDIAP",32986.3776064202,35774.1677215171
"First infection",7552,1358,2020-10-01,2500206,19825.1664062881,"Male","<=34","SIDIAP",18784.6376188779,20908.3352619995
"First infection",2082,717,2020-10-01,623000,42007.2231139647,"Female",">=80","SIDIAP",38988.3160372016,45197.8328260399
"First infection",1024,341,2020-10-01,307935,40419.2443210418,"Male",">=80","SIDIAP",36242.5707647899,44945.2227484234
"First infection",9088,2673,2020-10-01,2832823,34440.7327955188,"Female","35-49","SIDIAP",33147.3464445995,35771.654889499
"First infection",7921,1466,2020-10-01,2634211,20313.103240401,"Male","35-49","SIDIAP",19286.4705830299,21380.193093646
"First infection",6774,2095,2020-10-01,2104679,36332.1437615902,"Female","50-64","SIDIAP",34792.8580469463,37921.9935862715
"First infection",6363,1363,2020-10-01,2089766,23806.2539059397,"Male","50-64","SIDIAP",22559.039896639,25104.4818323388
"First infection",3182,1066,2020-10-01,984838,39508.0206084656,"Female","65-79","SIDIAP",37171.6439854355,41952.7732958244
"First infection",2725,719,2020-10-01,872574,30075.9591736632,"Male","65-79","SIDIAP",27917.4611823019,32357.0472258848
"First infection",4932,1490,2020-11-01,1527097,35613.3238425588,"Female","<=34","SIDIAP",33827.7802073846,37468.6504589938
"First infection",4286,807,2020-11-01,1416502,20794.5347059164,"Male","<=34","SIDIAP",19384.3961046977,22280.1371034222
"First infection",2003,642,2020-11-01,607005,38604.2948575382,"Female",">=80","SIDIAP",35675.4687095791,41709.4718070709
"First infection",904,294,2020-11-01,273278,39267.7054135349,"Male",">=80","SIDIAP",34906.9271346119,44022.6240825071
"First infection",6149,1770,2020-11-01,1933226,33418.2345985415,"Female","35-49","SIDIAP",31879.3501077757,35012.202805055
"First infection",5352,986,2020-11-01,1785622,20154.8816042813,"Male","35-49","SIDIAP",18916.3261984945,21453.2347843116
"First infection",4774,1418,2020-11-01,1496784,34578.8036216314,"Female","50-64","SIDIAP",32802.2290720139,36426.5903420032
"First infection",4443,967,2020-11-01,1452322,24302.8061270159,"Male","50-64","SIDIAP",22794.985364456,25884.155417684
"First infection",2292,761,2020-11-01,711707,39027.9988815622,"Female","65-79","SIDIAP",36304.0025583747,41902.2419031032
"First infection",2006,517,2020-11-01,639654,29501.1052850447,"Male","65-79","SIDIAP",27012.6064192343,32157.2028477103
"First infection",4578,1361,2020-12-01,1417294,35050.2436332899,"Female","<=34","SIDIAP",33212.6243011866,36963.0823072519
"First infection",3766,681,2020-12-01,1247881,19918.966632235,"Male","<=34","SIDIAP",18450.8257603229,21472.8561556571
"First infection",1735,599,2020-12-01,519587,42078.6124364158,"Female",">=80","SIDIAP",38775.895905433,45587.4446233091
"First infection",800,276,2020-12-01,241487,41716.5313246676,"Male",">=80","SIDIAP",36939.6683914208,46939.6955701292
"First infection",5298,1444,2020-12-01,1678683,31397.2322350319,"Female","35-49","SIDIAP",29798.5175350856,33059.4378520537
"First infection",4589,808,2020-12-01,1536076,19199.5708545671,"Male","35-49","SIDIAP",17898.383222309,20570.347352394
"First infection",4302,1286,2020-12-01,1351470,34731.810547034,"Female","50-64","SIDIAP",32859.261825609,36683.2629118739
"First infection",3887,813,2020-12-01,1278318,23213.7073873637,"Male","50-64","SIDIAP",21645.2352697915,24865.7969362506
"First infection",2254,755,2020-12-01,694769,39664.2625102732,"Female","65-79","SIDIAP",36885.0781240833,42597.3639761898
